fips,apn,street_number,street_pre_direction,street_name,street_suffix,street_post_direction,unit_type,unit_number,formatted_street_address,city,state,zip_code,zip_plus_four_code,latitude,longitude,geocoding_accuracy,census_tract,carrier_code
06001,1-115-24,,,BRUSH,ST,,,,BRUSH ST,OAKLAND,CA,94607,,37.805,-122.2812,,0000410500,
06001,1-115-25,412,,BRUSH,ST,,,,412 BRUSH ST,OAKLAND,CA,94607,3014,37.800402,-122.282225,PARCEL CENTROID,060019820.001017,C026
06001,1-115-26,410,,BRUSH,ST,,,,410 BRUSH ST,OAKLAND,CA,94607,,37.805,-122.2812,,9820001017,
06001,1-115-27,402,,BRUSH,ST,,,,402 BRUSH ST,OAKLAND,CA,94607,3014,37.800275,-122.282304,PARCEL CENTROID,060019820.001017,C026
06001,1-115-28,725,,4,ST,,,,725 4 ST,OAKLAND,CA,94607,,37.805,-122.2812,,9820001016,
06001,1-115-29,715,,4,ST,,,,715 4 ST,OAKLAND,CA,94607,3017,37.799736,-122.28203,,9820001016,C026
06001,1-115-30,331,,CASTRO,ST,,,,331 CASTRO ST,OAKLAND,CA,94607,3027,37.799452,-122.28188,,9820001016,C026
06001,1-115-31,327,,CASTRO,ST,,,,327 CASTRO ST,OAKLAND,CA,94607,3027,37.799452,-122.28188,,9820001016,C026
06001,1-115-33,303,,CASTRO,ST,,,,303 CASTRO ST,OAKLAND,CA,94607,3027,37.799452,-122.28188,,9820001016,C026
06001,1-115-34,714,,3,ST,,,,714 3 ST,OAKLAND,CA,94607,,37.805,-122.2812,,9820001016,
06001,1-115-35,718,,3,ST,,,,718 3 ST,OAKLAND,CA,94607,,37.805,-122.2812,,9820001016,
06001,1-115-36,,,3,ST,,,,3 ST,OAKLAND,CA,94607,,37.805,-122.2812,,0000410500,
06001,1-115-37,330,,BRUSH,ST,,,,330 BRUSH ST,OAKLAND,CA,94607,3024,37.799728,-122.28253,,9820001016,C026
06001,1-115-39,321,,CASTRO,ST,,,,321 CASTRO ST,OAKLAND,CA,94607,3027,37.799589,-122.281859,PARCEL CENTROID,060019820.001016,C026
06001,1-115-40,321,,CASTRO,ST,,,,321 CASTRO ST,OAKLAND,CA,94607,3027,37.799589,-122.281859,PARCEL CENTROID,060019820.001016,C026
06001,1-115-41,321,,CASTRO,ST,,,,321 CASTRO ST,OAKLAND,CA,94607,3027,37.799589,-122.281859,PARCEL CENTROID,060019820.001016,C026
06001,1-115-42,321,,CASTRO,ST,,,,321 CASTRO ST,OAKLAND,CA,94607,3027,37.799589,-122.281859,PARCEL CENTROID,060019820.001016,C026
06001,1-115-5,,,BRUSH,ST,,,,BRUSH ST,OAKLAND,CA,94607,,37.805,-122.2812,,0000410500,
06001,1-117-10,737,,2,ST,,APT,202,737 2 ST APT 202,OAKLAND,CA,94607,3001,37.798276,-122.283173,PARCEL CENTROID,060019820.001032,C026
06001,1-117-11,737,,2,ST,,APT,203,737 2 ST APT 203,OAKLAND,CA,94607,3001,37.798276,-122.283173,PARCEL CENTROID,060019820.001032,C026
06001,1-117-12,737,,2,ST,,APT,204,737 2 ST APT 204,OAKLAND,CA,94607,3001,37.798276,-122.283173,PARCEL CENTROID,060019820.001032,C026
06001,1-117-13,737,,2,ST,,APT,205,737 2 ST APT 205,OAKLAND,CA,94607,3001,37.798276,-122.283173,PARCEL CENTROID,060019820.001032,C026
06001,1-117-14,737,,2,ST,,STE,206,737 2 ST STE 206,OAKLAND,CA,94607,3011,37.798276,-122.283173,PARCEL CENTROID,060019820.001032,C026
06001,1-117-15,737,,2,ST,,APT,207,737 2 ST APT 207,OAKLAND,CA,94607,3016,37.798276,-122.283173,PARCEL CENTROID,060019820.001032,C026
06001,1-117-16,737,,2,ST,,APT,208,737 2 ST APT 208,OAKLAND,CA,94607,3013,37.798276,-122.283173,PARCEL CENTROID,060019820.001032,C026
06001,1-117-17,737,,2,ST,,APT,209,737 2 ST APT 209,OAKLAND,CA,94607,3016,37.798276,-122.283173,PARCEL CENTROID,060019820.001032,C026
06001,1-117-19-1,737,,2,ST,,APT,210,737 2 ST APT 210,OAKLAND,CA,94607,3016,37.798276,-122.283173,PARCEL CENTROID,060019820.001032,C026
06001,1-117-2-1,720,,2,ST,,,,720 2 ST,OAKLAND,CA,94607,3004,37.799033,-122.28282,,9820001033,C026
06001,1-117-20,737,,2,ST,,APT,301,737 2 ST APT 301,OAKLAND,CA,94607,3007,37.798276,-122.283173,PARCEL CENTROID,060019820.001032,C026
06001,1-117-21,737,,2,ST,,APT,302,737 2 ST APT 302,OAKLAND,CA,94607,3007,37.798276,-122.283173,PARCEL CENTROID,060019820.001032,C026
06001,1-117-22,737,,2,ST,,APT,303,737 2 ST APT 303,OAKLAND,CA,94607,3007,37.798276,-122.283173,PARCEL CENTROID,060019820.001032,C026
06001,1-117-23,737,,2,ST,,APT,304,737 2 ST APT 304,OAKLAND,CA,94607,3007,37.798276,-122.283173,PARCEL CENTROID,060019820.001032,C026
06001,1-117-24,737,,2,ST,,APT,305,737 2 ST APT 305,OAKLAND,CA,94607,3007,37.798276,-122.283173,PARCEL CENTROID,060019820.001032,C026
06001,1-117-25,737,,2,ST,,APT,306,737 2 ST APT 306,OAKLAND,CA,94607,3007,37.798276,-122.283173,PARCEL CENTROID,060019820.001032,C026
06001,1-117-26,737,,2,ST,,APT,307,737 2 ST APT 307,OAKLAND,CA,94607,3007,37.798276,-122.283173,PARCEL CENTROID,060019820.001032,C026
06001,1-117-27,737,,2,ST,,APT,308,737 2 ST APT 308,OAKLAND,CA,94607,3007,37.798276,-122.283173,PARCEL CENTROID,060019820.001032,C026
06001,1-117-28,737,,2,ST,,APT,309,737 2 ST APT 309,OAKLAND,CA,94607,3007,37.798276,-122.283173,PARCEL CENTROID,060019820.001032,C026
06001,1-117-29,737,,2,ST,,APT,310,737 2 ST APT 310,OAKLAND,CA,94607,3010,37.798276,-122.283173,PARCEL CENTROID,060019820.001032,C026
06001,1-117-3,229,,CASTRO,ST,,,,229 CASTRO ST,OAKLAND,CA,94607,,37.805,-122.2812,,9820001033,
06001,1-117-30,737,,2,ST,,APT,401,737 2 ST APT 401,OAKLAND,CA,94607,3013,37.798276,-122.283173,PARCEL CENTROID,060019820.001032,C026
06001,1-117-31,737,,2,ST,,APT,402,737 2 ST APT 402,OAKLAND,CA,94607,3013,37.798276,-122.283173,PARCEL CENTROID,060019820.001032,C026
06001,1-117-32,737,,2,ST,,APT,403,737 2 ST APT 403,OAKLAND,CA,94607,3013,37.798276,-122.283173,PARCEL CENTROID,060019820.001032,C026
06001,1-117-33,737,,2,ST,,APT,404,737 2 ST APT 404,OAKLAND,CA,94607,3013,37.798276,-122.283173,PARCEL CENTROID,060019820.001032,C026
06001,1-117-34,737,,2,ST,,APT,405,737 2 ST APT 405,OAKLAND,CA,94607,3013,37.798276,-122.283173,PARCEL CENTROID,060019820.001032,C026
06001,1-117-35,737,,2,ST,,APT,406,737 2 ST APT 406,OAKLAND,CA,94607,3013,37.798276,-122.283173,PARCEL CENTROID,060019820.001032,C026
06001,1-117-36,737,,2,ST,,APT,407,737 2 ST APT 407,OAKLAND,CA,94607,3013,37.798276,-122.283173,PARCEL CENTROID,060019820.001032,C026
06001,1-117-37,737,,2,ST,,APT,408,737 2 ST APT 408,OAKLAND,CA,94607,3013,37.798276,-122.283173,PARCEL CENTROID,060019820.001032,C026
06001,1-117-38,737,,2,ST,,,,737 2 ST,OAKLAND,CA,94607,3000,37.798265,-122.28316,,9820001032,C026
06001,1-117-4,703,,2,ST,,,,703 2 ST,OAKLAND,CA,94607,,37.805,-122.2812,,9820001032,
06001,1-117-6-3,114,,BRUSH,ST,,,,114 BRUSH ST,OAKLAND,CA,94607,3008,37.798411,-122.28342,,9820001032,C026
06001,1-117-7,,,1,ST,,,,1 ST,OAKLAND,CA,94607,,37.805,-122.2812,,0000410500,
06001,1-117-8,737,,2,ST,,APT,101,737 2 ST APT 101,OAKLAND,CA,94607,3000,37.798265,-122.28316,,9820001032,C026
06001,1-117-9,737,,2,ST,,APT,201,737 2 ST APT 201,OAKLAND,CA,94607,3001,37.798276,-122.283173,PARCEL CENTROID,060019820.001032,C026
06001,1-119-1-1,655,,3,ST,,,,655 3 ST,OAKLAND,CA,94607,3559,37.798509,-122.28148,,9820001020,C026
06001,1-119-3,679,,2,ST,,,,679 2 ST,OAKLAND,CA,94607,,37.805,-122.2812,,9820001032,
06001,1-119-4,703,,2,ST,,,,703 2 ST,OAKLAND,CA,94607,,37.805,-122.2812,,9820001032,
06001,1-121-10,663,,5,AVE,,,,663 5 AVE,OAKLAND,CA,94606,,37.799962,-122.280339,PARCEL CENTROID,060019820.001018,
06001,1-121-12,431,,MARTIN LUTHER KING JR,WAY,,,,431 MARTIN LUTHER KING JR WAY,OAKLAND,CA,94607,3535,37.799682,-122.28032,,9820001018,C026
06001,1-121-13,,,M L KING JR,WAY,,,,M L KING JR WAY,OAKLAND,CA,94607,,37.805,-122.2812,,0000410500,
06001,1-121-16,409,,MARTIN LUTHER KING JR,WAY,,,,409 MARTIN LUTHER KING JR WAY,OAKLAND,CA,94607,3535,37.799663,-122.280342,PARCEL CENTROID,060019820.001018,C026
06001,1-121-17,407,,MARTIN LUTHER KING JR,WAY,,,,407 MARTIN LUTHER KING JR WAY,OAKLAND,CA,94607,3535,37.799601,-122.280388,PARCEL CENTROID,060019820.001018,C026
06001,1-121-18,403,,MARTIN LUTHER KING JR,WAY,,,,403 MARTIN LUTHER KING JR WAY,OAKLAND,CA,94607,3535,37.799682,-122.28032,,9820001018,C026
06001,1-121-19,666,,4,ST,,,,666 4 ST,OAKLAND,CA,94607,3557,37.799677,-122.280536,PARCEL CENTROID,060019820.001018,C026
06001,1-121-27-2,,,5,ST,,,,5 ST,OAKLAND,CA,94607,,37.805,-122.2812,,0000410500,
06001,1-121-27-3,418,,CASTRO,ST,,,,418 CASTRO ST,OAKLAND,CA,94607,,37.805,-122.2812,,9820001018,
06001,1-121-29-1,680,,4,ST,,,,680 4 ST,OAKLAND,CA,94607,3557,37.799644,-122.28064,,9820001018,C026
06001,1-121-30,699,,4,ST,,,,699 4 ST,OAKLAND,CA,94607,3556,37.799317,-122.28067,,9820001019,C026
06001,1-121-31-1,671,,4,ST,,,,671 4 ST,OAKLAND,CA,94607,3556,37.799317,-122.28067,,9820001019,C026
06001,1-121-31-2,678,,3,ST,,,,678 3 ST,OAKLAND,CA,94607,3560,37.799082,-122.28135,,9820001019,C026
06001,1-121-32,300,,CASTRO,ST,,,,300 CASTRO ST,OAKLAND,CA,94607,3028,37.799183,-122.28152,,9820001019,C026
06001,1-121-9,667,,5,AVE,,,,667 5 AVE,OAKLAND,CA,94606,,37.800022,-122.280472,PARCEL CENTROID,060019820.001018,
06001,1-123-1,424,,MARTIN LUTHER KING JR,WAY,,,,424 MARTIN LUTHER KING JR WAY,OAKLAND,CA,94607,3536,37.799639,-122.27959,,9832001013,C026
06001,1-123-10,636,,3,ST,,,,636 3 ST,OAKLAND,CA,94607,3551,37.798609,-122.28011,,9832001014,C026
06001,1-123-2,433,,JEFFERSON,ST,,,,433 JEFFERSON ST,OAKLAND,CA,94607,3539,37.799456,-122.27913,,9832001013,C026
06001,1-123-7-1,401,,JEFFERSON,ST,,,,401 JEFFERSON ST,OAKLAND,CA,94607,,37.805,-122.2812,,9832001013,
06001,1-123-8,329,,JEFFERSON,ST,,,,329 JEFFERSON ST,OAKLAND,CA,94607,3537,37.798567,-122.27957,,9832001014,C027
06001,1-123-9,301,,JEFFERSON,ST,,,,301 JEFFERSON ST,OAKLAND,CA,94607,3537,37.798567,-122.27957,,9832001014,C027
06001,1-125-1,202,,MARTIN LUTHER KING JR,WAY,,,,202 MARTIN LUTHER KING JR WAY,OAKLAND,CA,94607,,37.805,-122.2812,,9832001022,
06001,1-125-2,625,,3,ST,,,,625 3 ST,OAKLAND,CA,94607,3550,37.798189,-122.27998,,9832001022,C026
06001,1-125-3-1,625,,JEFFERSON,ST,,,,625 JEFFERSON ST,OAKLAND,CA,94607,3550,,,,9832001022,
06001,1-125-4-1,231,,JEFFERSON,ST,,,,231 JEFFERSON ST,OAKLAND,CA,94607,,37.805,-122.2812,,9832001022,
06001,1-125-5,101,,JEFFERSON,ST,,,,101 JEFFERSON ST,OAKLAND,CA,94607,,37.805,-122.2812,,9832001023,
06001,1-127-5,585,,2,ST,,,,585 2 ST,OAKLAND,CA,94607,,37.805,-122.2812,,9832001028,
06001,1-127-6,,,CLAY,ST,,,,CLAY ST,OAKLAND,CA,94607,,37.805,-122.2812,,0000410500,
06001,1-127-7-1,590,,2,ST,,,,590 2 ST,OAKLAND,CA,94607,3543,37.797293,-122.27891,,9832001021,C001
06001,1-129-10,300,,JEFFERSON,ST,,,,300 JEFFERSON ST,OAKLAND,CA,94607,3538,37.798364,-122.27892,,9832001020,C027
06001,1-129-11,561,,4,ST,,,,561 4 ST,OAKLAND,CA,94607,3558,37.79835,-122.2785,,9832001020,C027
06001,1-129-12,327,,CLAY,ST,,,,327 CLAY ST,OAKLAND,CA,94607,3529,37.798183,-122.27826,,9832001020,C027
06001,1-129-13,321,,CLAY,ST,,,,321 CLAY ST,OAKLAND,CA,94607,,37.805,-122.2812,,9832001020,
06001,1-129-14,315,,CLAY,ST,,,,315 CLAY ST,OAKLAND,CA,94607,,37.805,-122.2812,,9832001020,
06001,1-129-15,570,,3,ST,,,,570 3 ST,OAKLAND,CA,94607,,37.805,-122.2812,,9832001020,
06001,1-129-16,581,,5,ST,,,,581 5 ST,OAKLAND,CA,94607,3500,37.799184,-122.27819,,9832001013,C026
06001,1-129-17,577,,5,ST,,,,577 5 ST,OAKLAND,CA,94607,3555,37.79912,-122.27828,,9832001013,C026
06001,1-129-18,571,,5,ST,,,,571 5 ST,OAKLAND,CA,94607,3500,37.799184,-122.27819,,9832001013,C026
06001,1-129-19,567,,5,ST,,,,567 5 ST,OAKLAND,CA,94607,3500,37.799184,-122.27819,,9832001013,C026
06001,1-129-20,418,,JEFFERSON,ST,,,,418 JEFFERSON ST,OAKLAND,CA,94607,3540,37.799188,-122.27865,,9832001013,C026
06001,1-129-21,422,,JEFFERSON,ST,,,,422 JEFFERSON ST,OAKLAND,CA,94607,3540,37.799188,-122.27865,,9832001013,C026
06001,1-129-22,593,,5,ST,,,,593 5 ST,OAKLAND,CA,94607,,37.805,-122.2812,,9832001013,
06001,1-129-7-1,555,,5,ST,,,,555 5 ST,OAKLAND,CA,94607,3500,37.799184,-122.27819,,9832001013,C026
06001,1-129-9-1,578,,4,ST,,,,578 4 ST,OAKLAND,CA,94607,,37.805,-122.2812,,9832001013,
06001,1-131-10-2,301,,WASHINGTON,ST,,,,301 WASHINGTON ST,OAKLAND,CA,94607,,37.805,-122.2812,,9832001019,
06001,1-131-11,331,,WASHINGTON,ST,,,,331 WASHINGTON ST,OAKLAND,CA,94607,,37.805,-122.2812,,9832001019,
06001,1-131-12,315,,WASHINGTON,ST,,,,315 WASHINGTON ST,OAKLAND,CA,94607,3810,37.797422,-122.2772,,9832001019,C027
06001,1-131-13-1,520,,3,ST,,,,520 3 ST,OAKLAND,CA,94607,3501,37.797821,-122.27751,,9832001019,C027
06001,1-131-5,409,,WASHINGTON,ST,,,,409 WASHINGTON ST,OAKLAND,CA,94607,,37.805,-122.2812,,9832001012,
06001,1-131-7,518,,4,ST,,,,518 4 ST,OAKLAND,CA,94607,,37.805,-122.2812,,9832001012,
06001,1-131-8-1,522,,4,ST,,,,522 4 ST,OAKLAND,CA,94607,,37.805,-122.2812,,9832001012,
06001,1-131-9,312,,CLAY,ST,,,,312 CLAY ST,OAKLAND,CA,94607,3508,37.797946,-122.27786,,9832001019,C027
06001,1-133-1,544,,2,ST,,,,544 2 ST,OAKLAND,CA,94607,,37.805,-122.2812,,9832001026,
06001,1-133-2,534,,2,ST,,,,534 2 ST,OAKLAND,CA,94607,3502,37.797119,-122.27794,,9832001026,C027
06001,1-133-3,526,,2,ST,,,,526 2 ST,OAKLAND,CA,94607,3502,37.797119,-122.27794,,9832001026,C027
06001,1-133-4,522,,2,ST,,,,522 2 ST,OAKLAND,CA,94607,3502,37.797119,-122.27794,,9832001026,C027
06001,1-133-5,221,,WASHINGTON,ST,,,,221 WASHINGTON ST,OAKLAND,CA,94607,3808,37.797018,-122.27752,,9832001026,C027
06001,1-133-6,215,,WASHINGTON,ST,,,,215 WASHINGTON ST,OAKLAND,CA,94607,3808,37.797018,-122.27752,,9832001026,C027
06001,1-133-7,508,,2,ST,,,,508 2 ST,OAKLAND,CA,94607,,37.805,-122.2812,,9832001026,
06001,1-133-8,105,,WASHINGTON,ST,,,,105 WASHINGTON ST,OAKLAND,CA,94607,,37.805,-122.2812,,9832001027,
06001,1-135-1,233,,BROADWAY,,,,,233 BROADWAY,OAKLAND,CA,94607,3802,37.79651,-122.27663,,9832001037,C027
06001,1-135-2,229,,BROADWAY,,,,,229 BROADWAY,OAKLAND,CA,94607,3802,37.79651,-122.27663,,9832001037,C027
06001,1-135-3,201,,BROADWAY,,,,,201 BROADWAY,OAKLAND,CA,94607,3802,37.79651,-122.27663,,9832001037,C027
06001,1-135-4,110,,WASHINGTON,ST,,,,110 WASHINGTON ST,OAKLAND,CA,94607,,37.805,-122.2812,,9832001036,
06001,1-135-5,461,,2,ST,,,,461 2 ST,OAKLAND,CA,94607,3839,37.796032,-122.27664,,9832001036,C027
06001,1-135-6,115,,BROADWAY,,,,,115 BROADWAY,OAKLAND,CA,94607,3715,37.795904,-122.27678,,9832001036,C027
06001,1-135-7,111,,BROADWAY,,,STE,101,111 BROADWAY STE 101,OAKLAND,CA,94607,3730,,,,9832001036,C027
06001,1-135-8,101,,BROADWAY,,,,,101 BROADWAY,OAKLAND,CA,94607,3745,37.795665,-122.27699,,9832001036,C027
06001,1-137-1-1,401,,BROADWAY,,,,,401 BROADWAY,OAKLAND,CA,94607,3806,37.797929,-122.27563,,9832001011,C027
06001,1-137-1-2,499,,5,ST,,,,499 5 ST,OAKLAND,CA,94607,3840,37.798112,-122.27609,,9832001011,C027
06001,1-137-2,475,,4,ST,,,,475 4 ST,OAKLAND,CA,94607,3828,37.797502,-122.27632,,9832001018,C027
06001,1-137-3,469,,4,ST,,,,469 4 ST,OAKLAND,CA,94607,3828,37.797502,-122.27632,,9832001018,C027
06001,1-137-4,333,,BROADWAY,,,,,333 BROADWAY,OAKLAND,CA,94607,3804,37.797099,-122.27602,,9832001018,C027
06001,1-137-5,311,,BROADWAY,,,,,311 BROADWAY,OAKLAND,CA,94607,3804,37.797099,-122.27602,,9832001018,C027
06001,1-137-6,303,,BROADWAY,,,,,303 BROADWAY,OAKLAND,CA,94607,3804,37.797099,-122.27602,,9832001018,C027
06001,1-137-7,301,,BROADWAY,,,,,301 BROADWAY,OAKLAND,CA,94607,3804,37.797099,-122.27602,,9832001018,C027
06001,1-137-8,480,,3,ST,,,,480 3 ST,OAKLAND,CA,94607,3834,37.7971,-122.27647,,9832001018,C027
06001,1-139-1,430,,BROADWAY,,,,,430 BROADWAY,OAKLAND,CA,94607,,37.805,-122.2812,,9832001015,
06001,1-139-11-1,300,,BROADWAY,,,,,300 BROADWAY,OAKLAND,CA,94607,3805,37.796966,-122.27541,,9832001016,C027
06001,1-139-12,310,,BROADWAY,,,,,310 BROADWAY,OAKLAND,CA,94607,3805,37.796966,-122.27541,,9832001016,C027
06001,1-139-13,314,,BROADWAY,,,,,314 BROADWAY,OAKLAND,CA,94607,3805,37.796966,-122.27541,,9832001016,C027
06001,1-139-14,322,,BROADWAY,,,,,322 BROADWAY,OAKLAND,CA,94607,3860,37.804989,-122.28119,,9832001016,C027
06001,1-139-15,419,,4,ST,,,,419 4 ST,OAKLAND,CA,94607,3817,37.79705,-122.27512,,9832001016,C027
06001,1-139-4,415,,4,ST,,,,415 4 ST,OAKLAND,CA,94607,3817,37.79705,-122.27512,,9832001016,C027
06001,1-139-5,331,,FRANKLIN,ST,,,,331 FRANKLIN ST,OAKLAND,CA,94607,,37.805,-122.2812,,9832001016,
06001,1-139-6,321,,FRANKLIN,ST,,,,321 FRANKLIN ST,OAKLAND,CA,94607,3822,37.796521,-122.27471,,9832001016,C027
06001,1-139-7,301,,FRANKLIN,ST,,,,301 FRANKLIN ST,OAKLAND,CA,94607,3822,37.796521,-122.27471,,9832001016,C027
06001,1-139-8,424,,3,ST,,,,424 3 ST,OAKLAND,CA,94607,,37.805,-122.2812,,9832001016,
06001,1-141-12-1,126,,BROADWAY,,,,,126 BROADWAY,OAKLAND,CA,94607,3716,37.795471,-122.27646,,9832001051,C027
06001,1-141-13,423,,2,ST,,,,423 2 ST,OAKLAND,CA,94607,3814,37.795575,-122.27564,,9832001051,C027
06001,1-141-14,413,,2,ST,,,,413 2 ST,OAKLAND,CA,94607,,37.805,-122.2812,,9832001051,
06001,1-141-15,149,,FRANKLIN,ST,,,,149 FRANKLIN ST,OAKLAND,CA,94607,3717,37.795385,-122.27552,,9832001051,C001
06001,1-141-16,135,,FRANKLIN,ST,,,,135 FRANKLIN ST,OAKLAND,CA,94607,3717,37.795385,-122.27552,,9832001051,C001
06001,1-141-17-2,444,,EMBARCADERO,,W,,,444 EMBARCADERO W,OAKLAND,CA,94607,3706,37.795345,-122.276,,9832001051,C001
06001,1-141-7,413,,3,ST,,,,413 3 ST,OAKLAND,CA,94607,3816,37.79629,-122.27512,,9832001052,C027
